Timestamp,Date,"Avg Rate (%/day)","Total Amount Active Swaps (BFX)",Used,Unused
1488966021,"2017-03-08 09:40:21",0.00285,905457.6833,904695.32123,762.36206
1488962398,"2017-03-08 08:39:58",0.00285,905871.14729,904694.37457,1176.77273
1488958819,"2017-03-08 07:40:19",0.00285,905870.33288,904693.38066,1176.95223
1488955193,"2017-03-08 06:39:53",0.00285,911215.77127,909778.63953,1437.13173
1488951603,"2017-03-08 05:40:03",0.00287,917910.95599,917496.72491,414.23108
1488947962,"2017-03-08 04:39:22",0.00289,919409.66396,918995.43288,414.23108
1488944416,"2017-03-08 03:40:16",0.00289,920750.2333,920336.00221,414.23108
1488940752,"2017-03-08 02:39:12",0.00289,920749.0835,920334.85241,414.23108
1488937171,"2017-03-08 01:39:31",0.00289,920747.97795,920333.74686,414.23108
1488933571,"2017-03-08 00:39:31",0.00289,919354.2977,918940.06661,414.23108
1488929981,"2017-03-07 23:39:41",0.00289,919353.24769,918939.0166,414.23108
1488926369,"2017-03-07 22:39:29",0.00289,919352.20557,918937.97449,414.23108
1488922781,"2017-03-07 21:39:41",0.00289,919351.14819,918936.91711,414.23108
1488919200,"2017-03-07 20:40:00",0.00289,919350.09818,918935.8671,414.23108
1488915596,"2017-03-07 19:39:56",0.00289,919349.14629,918934.91521,414.23108
1488911962,"2017-03-07 18:39:22",0.00289,919358.18774,918943.95665,414.23108
1488908419,"2017-03-07 17:40:19",0.00289,919356.98876,918942.75768,414.23108
1488904777,"2017-03-07 16:39:37",0.00289,919356.03595,918941.80487,414.23108
1488901161,"2017-03-07 15:39:21",0.00291,920696.49015,920282.25907,414.23108
1488897555,"2017-03-07 14:39:15",0.00288,920695.54097,920281.30989,414.23108
1488893995,"2017-03-07 13:39:55",0.00289,912754.55219,912340.3211,414.23108
1488890367,"2017-03-07 12:39:27",0.00289,912753.5542,912339.32312,414.23108
1488886805,"2017-03-07 11:40:05",0.00289,914586.47024,914172.23916,414.23108
1488883132,"2017-03-07 10:38:52",0.00289,914585.52025,914171.28916,414.23108
1488879538,"2017-03-07 09:38:58",0.00289,913240.96399,912826.73291,414.23108
1488875916,"2017-03-07 08:38:36",0.00289,913156.89133,912742.66025,414.23108
1488872335,"2017-03-07 07:38:55",0.00288,913154.89515,912156.61284,998.28231
1488868738,"2017-03-07 06:38:58",0.00289,907612.63052,906614.34821,998.28231
1488865141,"2017-03-07 05:39:01",0.00289,907561.61511,906563.3328,998.28231
1488861529,"2017-03-07 04:38:49",0.00289,907560.46103,906562.17872,998.28231
1488857927,"2017-03-07 03:38:47",0.00289,907559.517,906561.23469,998.28231
1488854338,"2017-03-07 02:38:58",0.00289,907558.52597,906560.24366,998.28231
1488850751,"2017-03-07 01:39:11",0.00289,907557.45983,906559.17752,998.28231
1488847146,"2017-03-07 00:39:06",0.00288,907553.06598,906554.78367,998.28231
1488843550,"2017-03-06 23:39:10",0.00288,907552.03016,906553.74785,998.28231
1488839957,"2017-03-06 22:39:17",0.00288,907551.01338,906552.73107,998.28231
1488836353,"2017-03-06 21:39:13",0.00288,907549.83905,906551.55674,998.28231
1488832769,"2017-03-06 20:39:29",0.00289,897399.05847,896400.77616,998.28231
1488829167,"2017-03-06 19:39:27",0.00289,887354.58605,886356.30374,998.28231
1488825567,"2017-03-06 18:39:27",0.00525,913018.28131,912019.999,998.28231
1488821973,"2017-03-06 17:39:33",0.00525,913274.76797,912276.48566,998.28231
1488818371,"2017-03-06 16:39:31",0.00524,913272.81648,912274.53417,998.28231
1488814774,"2017-03-06 15:39:34",0.00523,913270.99828,912272.71597,998.28231
1488811201,"2017-03-06 14:40:01",0.0052,914877.56885,912270.77386,2606.79499
1488807576,"2017-03-06 13:39:36",0.00513,914876.00879,912268.92004,2607.08876
1488803968,"2017-03-06 12:39:28",0.00513,914874.50303,912267.12368,2607.37935
1488800362,"2017-03-06 11:39:22",0.00513,914872.85128,912265.18133,2607.66995
1488796764,"2017-03-06 10:39:24",0.00513,914871.34506,912263.38445,2607.9606
1488793162,"2017-03-06 09:39:22",0.00513,914869.83884,912261.58758,2608.25126
1488789576,"2017-03-06 08:39:36",0.00558,914868.13886,912259.5767,2608.56216
1488786004,"2017-03-06 07:40:04",0.00558,914866.59218,912257.71911,2608.87306
1488782404,"2017-03-06 06:40:04",0.00558,914865.0455,912255.86153,2609.18397
1488778773,"2017-03-06 05:39:33",0.00558,914863.34553,912253.85066,2609.49487
1488775222,"2017-03-06 04:40:22",0.00558,914861.79886,912251.99309,2609.80577
1488771587,"2017-03-06 03:39:47",0.00558,914860.25219,912250.13552,2610.11667
1488767999,"2017-03-06 02:39:59",0.00558,914858.55252,912248.12494,2610.42758
1488764383,"2017-03-06 01:39:43",0.00554,918520.2378,912246.26736,6273.97045
1488760801,"2017-03-06 00:40:01",0.00554,918514.64592,912240.36761,6274.27831
1488757178,"2017-03-05 23:39:38",0.00554,918512.99699,912238.39907,6274.59793
1488753589,"2017-03-05 22:39:49",0.00554,918509.22227,912234.31651,6274.90576
1488750005,"2017-03-05 21:40:05",0.00554,918507.57771,912232.36412,6275.21358
1488746392,"2017-03-05 20:39:52",0.00554,918506.03476,912230.51335,6275.52141
1488742837,"2017-03-05 19:40:37",0.00554,918504.44102,912228.61177,6275.82924
1488739259,"2017-03-05 18:40:59",0.00554,918502.70495,912226.56791,6276.13704
1488735664,"2017-03-05 17:41:04",0.00554,918501.16206,912224.71722,6276.44485
1488732066,"2017-03-05 16:41:06",0.00553,918499.74069,912222.8669,6276.87379
1488724794,"2017-03-05 14:39:54",0.00616,918279.90853,912218.53759,6061.37094
1488721209,"2017-03-05 13:40:09",0.00616,918278.37359,912216.4583,6061.91529
1488717612,"2017-03-05 12:40:12",0.00616,918276.78333,912214.32369,6062.45964
1488714011,"2017-03-05 11:40:11",0.00616,920289.11502,912212.0731,8077.04192
1488710432,"2017-03-05 10:40:32",0.00618,920289.57943,912209.98724,8079.59219
1488706836,"2017-03-05 09:40:36",0.00618,920288.04338,912207.90039,8080.14299
1488703225,"2017-03-05 08:40:25",0.00618,920286.34049,912205.64615,8080.69434
1488699648,"2017-03-05 07:40:48",0.00618,920284.804,912203.55832,8081.24568
1488696022,"2017-03-05 06:40:22",0.00618,920383.26751,912201.47022,8181.79728
1488692427,"2017-03-05 05:40:27",0.00618,920381.56462,912199.21573,8182.34888
1488688819,"2017-03-05 04:40:19",0.00618,920380.02404,912197.12356,8182.90048
1488685237,"2017-03-05 03:40:37",0.00618,920378.48753,912195.03543,8183.4521
1488681624,"2017-03-05 02:40:24",0.00618,920376.89555,912192.89182,8184.00373
1488678051,"2017-03-05 01:40:51",0.00618,920375.19243,912190.63708,8184.55535
1488674444,"2017-03-05 00:40:44",0.0062,919269.38553,911084.27729,8185.10824
1488670857,"2017-03-04 23:40:57",0.0062,919267.29558,911081.62725,8185.66833
1488667236,"2017-03-04 22:40:36",0.0062,919265.64686,911079.42563,8186.22122
1488663607,"2017-03-04 21:40:07",0.0062,919264.10873,911077.33462,8186.77412
1488660010,"2017-03-04 20:40:10",0.0062,919605.30754,911417.98028,8187.32726
1488656429,"2017-03-04 19:40:29",0.0062,919603.76954,911415.88954,8187.88
1488652831,"2017-03-04 18:40:31",0.00624,919602.11634,911413.67978,8188.43656
1488649265,"2017-03-04 17:41:05",0.00628,919600.5649,911411.56844,8188.99646
1488645632,"2017-03-04 16:40:32",0.00626,921256.97164,905369.17195,15887.79969
1488642016,"2017-03-04 15:40:16",0.00626,921157.8195,905269.13655,15888.68295
1488638412,"2017-03-04 14:40:12",0.00626,921156.49683,905266.93032,15889.56651
1488634813,"2017-03-04 13:40:13",0.00643,908812.15513,892921.70507,15890.45006
1488631234,"2017-03-04 12:40:34",0.00643,908810.94034,892919.58439,15891.35595
1488627607,"2017-03-04 11:40:07",0.00643,908809.61043,892917.34859,15892.26184
1488624059,"2017-03-04 10:40:59",0.00643,908808.39561,892915.22773,15893.16788
1488620420,"2017-03-04 09:40:20",0.00643,908807.06571,892912.99195,15894.07377
1488616833,"2017-03-04 08:40:33",0.00643,908805.85092,892910.87127,15894.97965
1488613214,"2017-03-04 07:40:14",0.00646,908804.55637,892908.66607,15895.8903
1488609619,"2017-03-04 06:40:19",0.00646,909278.68938,893369.41126,15909.27812
1488606061,"2017-03-04 05:41:01",0.00646,909277.4737,893367.28581,15910.18789
1488602458,"2017-03-04 04:40:58",0.00646,909276.12932,893365.03166,15911.09766
1488598832,"2017-03-04 03:40:32",0.00644,910294.42017,894382.41462,15912.00554
1488595257,"2017-03-04 02:40:57",0.00646,910292.96133,894380.04628,15912.91505
1488591661,"2017-03-04 01:41:01",0.00628,934349.07916,918435.27801,15913.80115
1488588048,"2017-03-04 00:40:48",0.00636,928192.28225,912277.59596,15914.68629
1488584426,"2017-03-03 23:40:26",0.00636,928605.39029,912274.42715,16330.96314
1488580853,"2017-03-03 22:40:53",0.00636,928604.17768,912271.31915,16332.85853
1488577258,"2017-03-03 21:40:58",0.00636,928602.83745,912269.08353,16333.75391
1488573682,"2017-03-03 20:41:22",0.00636,928601.50025,912265.85095,16335.6493
1488570044,"2017-03-03 19:40:44",0.00636,928600.16009,912263.6154,16336.54468
1488566464,"2017-03-03 18:41:04",0.00635,930082.74958,913745.31077,16337.43881
1488562827,"2017-03-03 17:40:27",0.00642,937115.56191,920777.21947,16338.34245
1488559250,"2017-03-03 16:40:50",0.00643,939614.23619,923274.98845,16339.24774
1488555638,"2017-03-03 15:40:38",0.00643,939612.89265,923272.73961,16340.15304
1488552011,"2017-03-03 14:40:11",0.00643,939611.67778,923270.61945,16341.05833
1488548408,"2017-03-03 13:40:08",0.00643,944567.82775,928225.86412,16341.96363
1488544819,"2017-03-03 12:40:19",0.00643,944566.61288,928223.74396,16342.86892
1488541233,"2017-03-03 11:40:33",0.00643,951993.20191,928221.35211,23771.8498
1488537624,"2017-03-03 10:40:24",0.00643,951991.91384,928219.15318,23772.76066
1488534034,"2017-03-03 09:40:34",0.00645,951990.56931,928216.89481,23773.67449
1488530402,"2017-03-03 08:40:02",0.00645,951989.20726,928214.61892,23774.58833
1488526778,"2017-03-03 07:39:38",0.00646,951987.92025,928212.41658,23775.50368
1488523166,"2017-03-03 06:39:26",0.00647,951548.22097,928203.47119,23344.74978
1488519569,"2017-03-03 05:39:29",0.00647,952298.71518,928243.86463,24054.85055
1488515956,"2017-03-03 04:39:16",0.00647,952297.21901,928241.45159,24055.76742
1488512359,"2017-03-03 03:39:19",0.00647,952296.00299,928239.3187,24056.68428
1488508762,"2017-03-03 02:39:22",0.00647,952339.86014,928282.2588,24057.60134
1488505165,"2017-03-03 01:39:25",0.00647,952216.99567,928279.97705,23937.01862
1488501538,"2017-03-03 00:38:58",0.00647,952211.64673,928273.71045,23937.93628
1488497979,"2017-03-02 23:39:39",0.00647,952210.28403,928270.62836,23939.65568
1488490884,"2017-03-02 21:41:24",0.00632,963822.08885,939879.64093,23942.44792
1488487257,"2017-03-02 20:40:57",0.00632,963820.74628,939876.40224,23944.34404
1488483639,"2017-03-02 19:40:39",0.00632,963819.39003,939874.14987,23945.24016
1488480021,"2017-03-02 18:40:21",0.00632,963818.04729,939871.911,23946.13628
1488476432,"2017-03-02 17:40:32",0.00632,963953.276,940004.24382,23949.03218
1488472811,"2017-03-02 16:40:11",0.00627,981077.71823,949512.29891,31565.41932
1488469225,"2017-03-02 15:40:25",0.00628,982869.77172,949591.46925,33278.30246
1488465606,"2017-03-02 14:40:06",0.00637,982691.8652,949589.21813,33102.64708
1488461979,"2017-03-02 13:39:39",0.00638,983543.32829,949696.8748,33846.45349
1488458399,"2017-03-02 12:39:59",0.00638,983541.97117,949694.60764,33847.36354
1488454784,"2017-03-02 11:39:44",0.00638,983540.61103,949692.33745,33848.27358
1488451206,"2017-03-02 10:40:06",0.00638,983539.19629,949690.01297,33849.18332
1488447594,"2017-03-02 09:39:54",0.00638,983537.6941,949687.60105,33850.09305
1488443969,"2017-03-02 08:39:29",0.00638,983166.62094,949315.61815,33851.00278
1488440387,"2017-03-02 07:39:47",0.00633,983535.05981,949683.15353,33851.90628
1488436775,"2017-03-02 06:39:35",0.00633,983533.59225,949680.78247,33852.80978
1488433180,"2017-03-02 05:39:40",0.00646,959612.73672,949678.476,9934.26072
1488429583,"2017-03-02 04:39:43",0.00646,959611.04201,949676.20045,9934.84156
1488425969,"2017-03-02 03:39:29",0.00647,959609.28641,949673.86399,9935.42242
1488422376,"2017-03-02 02:39:36",0.00647,959607.59102,949671.58717,9936.00385
1488418786,"2017-03-02 01:39:46",0.00647,959605.74355,949669.15805,9936.5855
1488415165,"2017-03-02 00:39:25",0.00647,959597.12415,949659.957,9937.16715
1488411564,"2017-03-01 23:39:24",0.00643,965014.07287,954566.15747,10447.9154
1488407965,"2017-03-01 22:39:25",0.00641,966546.101,954563.75597,11982.34503
1488404339,"2017-03-01 21:38:59",0.00641,966544.88614,954561.61802,11983.26812
1488400755,"2017-03-01 20:39:15",0.00641,966543.2676,954559.07639,11984.19121
1488397162,"2017-03-01 19:39:22",0.00641,966542.05275,954556.93845,11985.1143
1488386274,"2017-03-01 16:37:54",0.00706,988569.01836,969058.30403,19510.71433
1488382704,"2017-03-01 15:38:24",0.00706,988567.57708,969055.84761,19511.72947
1488379083,"2017-03-01 14:38:03",0.00706,988565.83248,969053.08787,19512.74461
1488375488,"2017-03-01 13:38:08",0.00777,1005428.67379,985914.82403,19513.84976
1488371887,"2017-03-01 12:38:07",0.00779,1015119.34992,988891.46642,26227.8835
1488368282,"2017-03-01 11:38:02",0.00779,1015236.65024,989007.64781,26229.00243
1488364665,"2017-03-01 10:37:45",0.00779,1015234.63016,989004.5088,26230.12136
1488361079,"2017-03-01 09:37:59",0.00779,1015232.93049,989001.6902,26231.24029
1488357486,"2017-03-01 08:38:06",0.00779,1015230.91042,988997.55121,26233.35922
1488353897,"2017-03-01 07:38:17",0.00779,1015229.21076,988994.73261,26234.47815
1488350294,"2017-03-01 06:38:14",0.00779,1015227.77674,988992.17958,26235.59716
1488346689,"2017-03-01 05:38:09",0.00779,1015226.07706,988829.3609,26396.71616
1488343091,"2017-03-01 04:38:11",0.049,1115090.23994,1088686.57968,26403.66026
1488339497,"2017-03-01 03:38:17",0.049,1115075.40096,1088664.79653,26410.60443
1488335872,"2017-03-01 02:37:52",0.049,1115061.48645,1088643.93777,26417.54868
1488332296,"2017-03-01 01:38:16",0.049,1115046.64758,1088622.15448,26424.49309
1488328703,"2017-03-01 00:38:23",0.04896,1115582.62498,1088597.06395,26985.56104
1488325091,"2017-02-28 23:38:11",0.04896,1115567.78944,1088575.28911,26992.50033
1488321464,"2017-02-28 22:37:44",0.05187,1089537.73657,1088539.45426,998.28231
1488317875,"2017-02-28 21:37:55",0.04809,1085175.3591,1084177.07679,998.28231
1488314258,"2017-02-28 20:37:38",0.04682,1089504.21755,1088505.93524,998.28231
1488310670,"2017-02-28 19:37:50",0.05517,1100963.70364,1099965.42133,998.28231
1488307103,"2017-02-28 18:38:23",2.0E-5,926856.51995,925858.23764,998.28231
1488303488,"2017-02-28 17:38:08",2.0E-5,928501.88253,927503.60022,998.28231
1488299943,"2017-02-28 16:39:03",2.0E-5,928500.67755,927502.39524,998.28231
1488296338,"2017-02-28 15:38:58",2.0E-5,928190.65135,927192.36904,998.28231
1488292771,"2017-02-28 14:39:31",2.0E-5,928190.59967,927192.31736,998.28231
1488289148,"2017-02-28 13:39:08",2.0E-5,928190.49679,927192.21448,998.28231
1488285534,"2017-02-28 12:38:54",2.0E-5,928240.4645,927242.18219,998.28231
1488281950,"2017-02-28 11:39:10",2.0E-5,928240.4645,927242.18219,998.28231
1488278338,"2017-02-28 10:38:58",2.0E-5,928240.4645,927242.18219,998.28231
1488274758,"2017-02-28 09:39:18",2.0E-5,928240.25606,927241.97375,998.28231
1488271139,"2017-02-28 08:38:59",2.0E-5,928238.31353,927240.03122,998.28231
1488267558,"2017-02-28 07:39:18",2.0E-5,928238.20648,927239.92417,998.28231
1488263981,"2017-02-28 06:39:41",2.0E-5,921542.19692,912431.89414,9110.30278
1488260365,"2017-02-28 05:39:25",1.0E-5,904428.06701,903429.7847,998.28231
1488256765,"2017-02-28 04:39:25",1.0E-5,904428.06701,903429.7847,998.28231
1488253147,"2017-02-28 03:39:07",1.0E-5,889428.05901,888429.7767,998.28231
1488249538,"2017-02-28 02:38:58",1.0E-5,887434.70502,886436.42271,998.28231
1488245942,"2017-02-28 01:39:02",1.0E-5,881215.54759,880217.26528,998.28231
1488242319,"2017-02-28 00:38:39",1.0E-5,881755.57358,880757.29127,998.28231
1488238733,"2017-02-27 23:38:53",1.0E-5,836255.14534,832256.77443,3998.37091
1488235113,"2017-02-27 22:38:33",1.0E-5,819145.43526,815147.06435,3998.37091
1488231505,"2017-02-27 21:38:25",1.0E-5,818871.68589,814873.31498,3998.37091
1488227912,"2017-02-27 20:38:32",1.0E-5,819145.26493,815146.89402,3998.37091
1488224319,"2017-02-27 19:38:39",1.0E-5,819145.20789,815146.83698,3998.37091
1488220718,"2017-02-27 18:38:38",1.0E-5,790898.89084,786900.51993,3998.37091
1488217133,"2017-02-27 17:38:53",1.0E-5,787306.59231,783308.2214,3998.37091
1488213517,"2017-02-27 16:38:37",1.0E-5,784232.77103,780234.40012,3998.37091
1488209931,"2017-02-27 15:38:51",1.0E-5,784072.81441,780074.4435,3998.37091
1488206325,"2017-02-27 14:38:45",1.0E-5,784467.57539,780469.20448,3998.37091
1488202725,"2017-02-27 13:38:45",1.0E-5,784467.57539,780469.20448,3998.37091
1488199130,"2017-02-27 12:38:50",1.0E-5,784467.57539,780469.20448,3998.37091
1488195524,"2017-02-27 11:38:44",1.0E-5,784467.57539,780469.20448,3998.37091
1488191943,"2017-02-27 10:39:03",1.0E-5,784462.4837,780464.1128,3998.37091
1488188328,"2017-02-27 09:38:48",1.0E-5,784462.4837,780464.1128,3998.37091
1488184719,"2017-02-27 08:38:39",1.0E-5,784462.4837,780464.1128,3998.37091
1488181149,"2017-02-27 07:39:09",1.0E-5,784462.48084,780464.10993,3998.37091
1488177530,"2017-02-27 06:38:50",1.0E-5,784202.48084,780204.10993,3998.37091
1488173932,"2017-02-27 05:38:52",1.0E-5,783951.44793,779953.07702,3998.37091
1488170326,"2017-02-27 04:38:46",1.0E-5,783951.39282,779953.02191,3998.37091
1488166744,"2017-02-27 03:39:04",1.0E-5,783951.39282,779953.02191,3998.37091
1488163130,"2017-02-27 02:38:50",1.0E-5,783951.39282,779953.02191,3998.37091
1488159528,"2017-02-27 01:38:48",1.0E-5,783951.39282,779953.02191,3998.37091
1488155932,"2017-02-27 00:38:52",1.0E-5,783398.35059,779399.97968,3998.37091
1488152350,"2017-02-26 23:39:10",1.0E-5,783398.35059,779399.97968,3998.37091
1488148733,"2017-02-26 22:38:53",1.0E-5,783378.32855,779379.95764,3998.37091
1488145145,"2017-02-26 21:39:05",1.0E-5,782825.19339,778826.82248,3998.37091
1488141553,"2017-02-26 20:39:13",1.0E-5,782611.15548,778612.78457,3998.37091
1488137954,"2017-02-26 19:39:14",1.0E-5,782611.08043,778612.70952,3998.37091
1488134331,"2017-02-26 18:38:51",1.0E-5,782611.08043,778612.70952,3998.37091
1488130747,"2017-02-26 17:39:07",1.0E-5,782813.64295,778815.27204,3998.37091
1488127130,"2017-02-26 16:38:50",1.0E-5,782811.62155,778813.25064,3998.37091
1488123545,"2017-02-26 15:39:05",1.0E-5,780308.07951,776309.7086,3998.37091
1488119958,"2017-02-26 14:39:18",1.0E-5,778011.1712,774012.80029,3998.37091
1488116336,"2017-02-26 13:38:56",1.0E-5,778011.16608,774012.79517,3998.37091
1488112751,"2017-02-26 12:39:11",1.0E-5,784011.16608,780012.79517,3998.37091
1488109130,"2017-02-26 11:38:50",1.0E-5,772959.4424,768961.0715,3998.37091
1488105540,"2017-02-26 10:39:00",1.0E-5,772959.43429,768961.06338,3998.37091
1488101947,"2017-02-26 09:39:07",1.0E-5,772662.09953,768663.72862,3998.37091
1488098355,"2017-02-26 08:39:15",1.0E-5,772561.4741,768563.10319,3998.37091
1488094759,"2017-02-26 07:39:19",1.0E-5,772561.44928,768563.07837,3998.37091
1488091140,"2017-02-26 06:39:00",1.0E-5,772561.44928,768563.07837,3998.37091
1488087554,"2017-02-26 05:39:14",1.0E-5,772561.44928,768563.07837,3998.37091
1488083974,"2017-02-26 04:39:34",1.0E-5,772561.44148,768563.07057,3998.37091
1488080348,"2017-02-26 03:39:08",1.0E-5,772561.44148,768563.07057,3998.37091
1488076752,"2017-02-26 02:39:12",1.0E-5,772561.44148,768563.07057,3998.37091
1488073150,"2017-02-26 01:39:10",1.0E-5,772561.44148,768563.07057,3998.37091
1488069549,"2017-02-26 00:39:09",1.0E-5,772560.19328,768561.82237,3998.37091
1488065947,"2017-02-25 23:39:07",1.0E-5,772560.19328,768561.82237,3998.37091
1488062344,"2017-02-25 22:39:04",1.0E-5,772560.19328,768561.82237,3998.37091
1488058777,"2017-02-25 21:39:37",1.0E-5,771340.80446,767342.43355,3998.37091
1488055146,"2017-02-25 20:39:06",1.0E-5,772560.05159,768561.68068,3998.37091
1488051550,"2017-02-25 19:39:10",1.0E-5,772559.03269,768560.66178,3998.37091
1488047957,"2017-02-25 18:39:17",1.0E-5,772554.03269,768555.66178,3998.37091
1488044353,"2017-02-25 17:39:13",1.0E-5,772553.90988,768555.53897,3998.37091
1488040751,"2017-02-25 16:39:11",1.0E-5,772553.90988,768555.53897,3998.37091
1488037155,"2017-02-25 15:39:15",1.0E-5,771332.49946,767334.12855,3998.37091
1488033532,"2017-02-25 14:38:52",1.0E-5,771333.49946,767335.12855,3998.37091
1488029955,"2017-02-25 13:39:15",1.0E-5,771332.49946,767334.12855,3998.37091
1488026341,"2017-02-25 12:39:01",1.0E-5,771332.49946,767334.12855,3998.37091
1488022744,"2017-02-25 11:39:04",1.0E-5,771332.49946,767334.12855,3998.37091
1488019142,"2017-02-25 10:39:02",1.0E-5,771332.40498,767334.03407,3998.37091
1488015537,"2017-02-25 09:38:57",1.0E-5,771332.38376,767334.01285,3998.37091
1488011934,"2017-02-25 08:38:54",1.0E-5,771332.38376,767334.01285,3998.37091
1488008332,"2017-02-25 07:38:52",1.0E-5,771332.38196,767334.01105,3998.37091
1488004751,"2017-02-25 06:39:11",1.0E-5,771332.38196,767334.01105,3998.37091
1488001155,"2017-02-25 05:39:15",1.0E-5,771332.36391,767333.993,3998.37091
1487997544,"2017-02-25 04:39:04",1.0E-5,771331.25966,767332.88875,3998.37091
1487993956,"2017-02-25 03:39:16",1.0E-5,771331.25966,767332.88875,3998.37091
1487990344,"2017-02-25 02:39:04",1.0E-5,771331.25966,767332.88875,3998.37091
1487986767,"2017-02-25 01:39:27",1.0E-5,771331.25966,767332.88875,3998.37091
1487983139,"2017-02-25 00:38:59",1.0E-5,771330.17838,767331.80747,3998.37091
1487979580,"2017-02-24 23:39:40",1.0E-5,771330.17838,767331.80747,3998.37091
1487975954,"2017-02-24 22:39:14",1.0E-5,771330.17838,767331.80747,3998.37091
1487972347,"2017-02-24 21:39:07",1.0E-5,771180.17738,767181.80648,3998.37091
1487968754,"2017-02-24 20:39:14",1.0E-5,771839.96974,767841.59884,3998.37091
1487965157,"2017-02-24 19:39:17",1.0E-5,771839.9689,767841.598,3998.37091
1487961542,"2017-02-24 18:39:02",1.0E-5,771839.95563,767841.58472,3998.37091
1487957948,"2017-02-24 17:39:08",1.0E-5,768179.08269,764180.71178,3998.37091
1487954360,"2017-02-24 16:39:20",1.0E-5,768820.47432,764822.10341,3998.37091
1487950732,"2017-02-24 15:38:52",1.0E-5,775488.81916,771490.44825,3998.37091
1487947127,"2017-02-24 14:38:47",1.0E-5,775446.80868,771448.43777,3998.37091
1487943528,"2017-02-24 13:38:48",1.0E-5,763395.86933,759397.49842,3998.37091
1487939950,"2017-02-24 12:39:10",1.0E-5,763895.68582,759897.31492,3998.37091
1487936340,"2017-02-24 11:39:00",1.0E-5,751573.51122,746137.48307,5436.02816
1487932742,"2017-02-24 10:39:02",1.0E-5,751293.33893,745857.31077,5436.02816
1487929119,"2017-02-24 09:38:39",1.0E-5,751293.33893,740607.06481,10686.27412
1487925519,"2017-02-24 08:38:39",1.0E-5,751293.33893,740607.06481,10686.27412
1487921930,"2017-02-24 07:38:50",1.0E-5,757897.16379,747210.88967,10686.27412
1487918291,"2017-02-24 06:38:11",1.0E-5,762888.16379,752199.86266,10688.30113
1487914691,"2017-02-24 05:38:11",1.0E-5,762888.16379,752199.86266,10688.30113
1487911073,"2017-02-24 04:37:53",1.0E-5,767879.16367,757189.76283,10689.40084
1487907463,"2017-02-24 03:37:43",1.0E-5,797422.51671,786733.11587,10689.40084
1487903866,"2017-02-24 02:37:46",1.0E-5,797417.51615,786728.1153,10689.40084
1487900249,"2017-02-24 01:37:29",1.0E-5,797417.51298,786728.11214,10689.40084
1487896660,"2017-02-24 00:37:40",1.0E-5,751282.05019,740592.64934,10689.40084
1487893052,"2017-02-23 23:37:32",1.0E-5,751282.05019,740592.64934,10689.40084
1487889454,"2017-02-23 22:37:34",1.0E-5,751282.05019,740592.64934,10689.40084
1487885840,"2017-02-23 21:37:20",1.0E-5,751281.86848,740592.46763,10689.40084
1487882218,"2017-02-23 20:36:58",1.0E-5,751281.86848,740592.46763,10689.40084
1487878627,"2017-02-23 19:37:07",1.0E-5,751281.86848,740592.46763,10689.40084
1487875034,"2017-02-23 18:37:14",1.0E-5,751296.86848,740607.46763,10689.40084
1487871432,"2017-02-23 17:37:12",1.0E-5,751296.86848,740607.46763,10689.40084
1487867866,"2017-02-23 16:37:46",1.0E-5,751296.86847,740606.45862,10690.40985
1487864227,"2017-02-23 15:37:07",1.0E-5,751296.86847,740605.44061,10691.42786
1487860627,"2017-02-23 14:37:07",1.0E-5,751296.86847,740605.44061,10691.42786
1487857006,"2017-02-23 13:36:46",1.0E-5,751291.86847,740599.36858,10692.49989
1487853404,"2017-02-23 12:36:44",1.0E-5,772496.48738,761803.98749,10692.49989
1487849802,"2017-02-23 11:36:42",1.0E-5,772496.48738,761803.98749,10692.49989
1487846206,"2017-02-23 10:36:46",1.0E-5,772328.56482,761636.06493,10692.49989
1487842617,"2017-02-23 09:36:57",1.0E-5,772323.56482,761631.06493,10692.49989
1487838997,"2017-02-23 08:36:37",1.0E-5,772323.55199,761631.0521,10692.49989
1487835407,"2017-02-23 07:36:47",1.0E-5,772323.55189,761631.052,10692.49989
1487831817,"2017-02-23 06:36:57",1.0E-5,772323.54558,761631.04569,10692.49989
1487828219,"2017-02-23 05:36:59",1.0E-5,763004.96883,752311.42392,10693.54491
1487824607,"2017-02-23 04:36:47",1.0E-5,763004.96883,752311.42392,10693.54491
1487821015,"2017-02-23 03:36:55",1.0E-5,763254.82928,752561.28438,10693.54491
1487817427,"2017-02-23 02:37:07",1.0E-5,772257.52724,761563.98233,10693.54491
1487813808,"2017-02-23 01:36:48",1.0E-5,772266.28348,761572.73857,10693.54491
1487810215,"2017-02-23 00:36:55",1.0E-5,772867.37788,762173.70653,10693.67135
1487806627,"2017-02-22 23:37:07",1.0E-5,773065.11673,762371.44538,10693.67135
1487802995,"2017-02-22 22:36:35",1.0E-5,773064.07135,762370.4,10693.67135
1487799400,"2017-02-22 21:36:40",1.0E-5,773064.06361,762370.39226,10693.67135
1487795803,"2017-02-22 20:36:43",1.0E-5,773758.76239,763065.09104,10693.67135
1487792200,"2017-02-22 19:36:40",1.0E-5,773791.06323,763097.39188,10693.67135
1487788603,"2017-02-22 18:36:43",1.0E-5,773840.05795,763146.3866,10693.67135
1487785008,"2017-02-22 17:36:48",1.0E-5,773926.40624,763232.73489,10693.67135
1487781404,"2017-02-22 16:36:44",1.0E-5,781426.40624,770732.73489,10693.67135
