Timestamp,Date,"Avg Rate (%/day)","Total Amount Active Swaps (ETH)",Used,Unused
1518206701,"2018-02-09 20:05:01",0.03899,161121.12499,159509.83043,1611.29456
1518203102,"2018-02-09 19:05:02",0.03929,160862.91584,159250.56342,1612.35242
1518199501,"2018-02-09 18:05:01",0.04029,160935.39376,158818.40203,2116.99173
1518195901,"2018-02-09 17:05:01",0.04049,160863.57133,158554.56028,2309.01106
1518192301,"2018-02-09 16:05:01",0.04055,160361.35125,158780.90889,1580.44237
1518188700,"2018-02-09 15:05:00",0.04047,161054.82458,159474.38221,1580.44237
1518185100,"2018-02-09 14:05:00",0.04198,157539.32748,155987.27846,1552.04902
1518181501,"2018-02-09 13:05:01",0.04212,157523.72073,155971.67171,1552.04902
1518177900,"2018-02-09 12:05:00",0.04215,158385.62763,156833.50811,1552.11952
1518174301,"2018-02-09 11:05:01",0.0423,158203.37185,156921.25233,1282.11952
1518170701,"2018-02-09 10:05:01",0.04226,158696.03259,157375.77538,1320.2572
1518167101,"2018-02-09 09:05:01",0.04233,158986.94631,157703.13561,1283.8107
1518163500,"2018-02-09 08:05:00",0.04224,161004.24848,159720.43778,1283.8107
1518159902,"2018-02-09 07:05:02",0.04229,161911.26129,160627.44053,1283.82076
1518156300,"2018-02-09 06:05:00",0.04236,161818.8931,160535.65867,1283.23444
1518152700,"2018-02-09 05:05:00",0.04265,162055.57927,160688.12614,1367.45313
1518149101,"2018-02-09 04:05:01",0.04263,161244.41218,159876.63353,1367.77865
1518145501,"2018-02-09 03:05:01",0.04259,161141.34462,159774.34597,1366.99865
1518141901,"2018-02-09 02:05:01",0.04273,161420.25856,160047.80483,1372.45373
1518138302,"2018-02-09 01:05:02",0.0427,161033.60287,159661.14914,1372.45373
1518134701,"2018-02-09 00:05:01",0.04317,159547.92126,158184.75058,1363.17068
1518131101,"2018-02-08 23:05:01",0.04316,160428.5125,159075.96091,1352.55159
1518127501,"2018-02-08 22:05:01",0.04319,161794.9153,160408.5136,1386.4017
1518123902,"2018-02-08 21:05:02",0.04297,161950.94381,160648.23605,1302.70776
1518120301,"2018-02-08 20:05:01",0.04317,161454.30589,160155.79018,1298.51571
1518116701,"2018-02-08 19:05:01",0.0429,163081.38379,161808.77934,1272.60445
1518113101,"2018-02-08 18:05:01",0.04281,161252.95045,159906.18443,1346.76601
1518109501,"2018-02-08 17:05:01",0.04281,160338.46848,158996.73246,1341.73601
1518105900,"2018-02-08 16:05:00",0.04284,160405.39921,159063.6632,1341.73601
1518102301,"2018-02-08 15:05:01",0.04293,160422.66397,159083.8348,1338.82917
1518098700,"2018-02-08 14:05:00",0.04303,159179.10919,157842.20477,1336.90442
1518095100,"2018-02-08 13:05:00",0.04298,158826.29328,157492.90522,1333.38807
1518091500,"2018-02-08 12:05:00",0.04295,158636.55479,157303.81153,1332.74326
1518087900,"2018-02-08 11:05:00",0.04298,158631.72503,157298.88079,1332.84424
1518084300,"2018-02-08 10:05:00",0.04306,158827.38368,157494.95838,1332.42531
1518080701,"2018-02-08 09:05:01",0.04335,157748.59307,156416.26777,1332.32531
1518077102,"2018-02-08 08:05:02",0.04361,157434.52049,156084.16452,1350.35598
1518073500,"2018-02-08 07:05:00",0.04395,159567.93149,158314.46478,1253.46671
1518069900,"2018-02-08 06:05:00",0.04402,160595.09636,159338.66549,1256.43087
1518066301,"2018-02-08 05:05:01",0.04396,160975.14933,159350.55115,1624.59819
1518062701,"2018-02-08 04:05:01",0.04387,161562.24537,159937.84734,1624.39803
1518059100,"2018-02-08 03:05:00",0.04383,161557.47588,159933.07785,1624.39803
1518055500,"2018-02-08 02:05:00",0.0434,161960.37148,160407.16125,1553.21023
1518051901,"2018-02-08 01:05:01",0.04333,162501.66085,161128.06544,1373.59541
1518048301,"2018-02-08 00:05:01",0.04321,162165.90895,160811.83407,1354.07488
1518044701,"2018-02-07 23:05:01",0.04321,161798.67799,160543.08828,1255.58971
1518041102,"2018-02-07 22:05:02",0.04318,160415.03353,159162.06085,1252.97268
1518037500,"2018-02-07 21:05:00",0.04318,160674.3356,159421.26292,1253.07268
1518033901,"2018-02-07 20:05:01",0.04296,160828.7208,159410.6677,1418.05311
1518030300,"2018-02-07 19:05:00",0.04368,159130.89873,157528.18179,1602.71694
1518026701,"2018-02-07 18:05:01",0.04364,158874.91676,157454.563,1420.35377
1518023101,"2018-02-07 17:05:01",0.04312,161762.76374,160341.59483,1421.16891
1518019500,"2018-02-07 16:05:00",0.04328,157648.59293,156227.42402,1421.16891
1518015901,"2018-02-07 15:05:01",0.04331,157522.26017,156177.4353,1344.82487
1518012301,"2018-02-07 14:05:01",0.04364,157121.79508,155783.3518,1338.44328
1518008700,"2018-02-07 13:05:00",0.04396,156900.82915,155560.61244,1340.21671
1518005101,"2018-02-07 12:05:01",0.04427,157841.0263,156555.29478,1285.73152
1518001500,"2018-02-07 11:05:00",0.04448,158004.6013,156697.65799,1306.94332
1517997900,"2018-02-07 10:05:00",0.04415,162194.40287,160932.70555,1261.69732
1517994300,"2018-02-07 09:05:00",0.04376,162013.61233,160590.72822,1422.88411
1517990700,"2018-02-07 08:05:00",0.04407,161805.29463,160330.95571,1474.33892
1517987100,"2018-02-07 07:05:00",0.04362,163012.09935,161539.31744,1472.78191
1517983502,"2018-02-07 06:05:02",0.04355,161377.13747,159902.30136,1474.83611
1517979900,"2018-02-07 05:05:00",0.04353,161255.57858,159781.15349,1474.42509
1517976301,"2018-02-07 04:05:01",0.04366,161884.80507,160410.37998,1474.42509
1517972701,"2018-02-07 03:05:01",0.04398,160071.66214,158600.23313,1471.42901
1517969101,"2018-02-07 02:05:01",0.0448,157513.12603,156041.25551,1471.87052
1517965501,"2018-02-07 01:05:01",0.04501,157910.07939,156438.20888,1471.87052
1517961901,"2018-02-07 00:05:01",0.0453,158435.31204,156901.23769,1534.07434
1517958301,"2018-02-06 23:05:01",0.04567,160430.57719,157397.57852,3032.99867
1517954700,"2018-02-06 22:05:00",0.04592,162563.25244,159532.29645,3030.95599
1517951100,"2018-02-06 21:05:00",0.04635,165029.91034,161998.95435,3030.95599
1517947500,"2018-02-06 20:05:00",0.04633,163501.6724,160266.92836,3234.74404
1517943900,"2018-02-06 19:05:00",0.04617,164148.09258,160907.07337,3241.01921
1517940300,"2018-02-06 18:05:00",0.04662,163561.38261,160321.14584,3240.23676
1517936700,"2018-02-06 17:05:00",0.04675,163373.99231,161517.18927,1856.80304
1517933101,"2018-02-06 16:05:01",0.04677,162094.72337,160232.78033,1861.94304
1517929500,"2018-02-06 15:05:00",0.04809,165750.94029,163793.78906,1957.15123
1517925900,"2018-02-06 14:05:00",0.0489,163271.22495,161317.35129,1953.87366
1517922301,"2018-02-06 13:05:01",0.05461,165269.19581,163012.12215,2257.07366
1517918702,"2018-02-06 12:05:02",0.05789,166069.89295,163719.51899,2350.37396
1517915100,"2018-02-06 11:05:00",0.06222,166831.44067,164582.36115,2249.07952
1517911500,"2018-02-06 10:05:00",0.06421,168804.02706,166553.67872,2250.34834
1517907901,"2018-02-06 09:05:01",0.06202,169090.07119,166659.85637,2430.21482
1517904300,"2018-02-06 08:05:00",0.04768,166168.61964,163696.76218,2471.85746
1517900700,"2018-02-06 07:05:00",0.04747,165849.02101,163818.46158,2030.55942
1517897101,"2018-02-06 06:05:01",0.04686,164295.46952,162119.92803,2175.54149
1517893502,"2018-02-06 05:05:02",0.04471,166077.86158,159379.53248,6698.3291
1517889901,"2018-02-06 04:05:01",0.04422,160886.0995,156146.28639,4739.81312
1517886300,"2018-02-06 03:05:00",0.04472,161336.84905,157193.82747,4143.02157
1517882701,"2018-02-06 02:05:01",0.0449,161594.8277,157950.31612,3644.51157
1517879101,"2018-02-06 01:05:01",0.04573,159466.76118,157320.4241,2146.33708
1517875502,"2018-02-06 00:05:02",0.04514,163299.94273,158955.3021,4344.64063
1517871901,"2018-02-05 23:05:01",0.04529,163815.53818,161465.05173,2350.48645
1517868301,"2018-02-05 22:05:01",0.04535,164184.6037,160907.55401,3277.04969
1517864702,"2018-02-05 21:05:02",0.04651,166314.62647,162069.88976,4244.7367
1517861100,"2018-02-05 20:05:00",0.04782,169700.83425,164941.89926,4758.93499
1517857500,"2018-02-05 19:05:00",0.04734,170662.98441,167320.59714,3342.38727
1517853900,"2018-02-05 18:05:00",0.04726,168347.47759,165333.24571,3014.23189
1517850301,"2018-02-05 17:05:01",0.04791,170022.56619,166930.39871,3092.16748
1517846701,"2018-02-05 16:05:01",0.04773,174691.31811,169797.18834,4894.12977
1517843100,"2018-02-05 15:05:00",0.04702,173647.17249,171332.85922,2314.31328
1517839501,"2018-02-05 14:05:01",0.0467,172371.67698,170165.0121,2206.66488
1517835901,"2018-02-05 13:05:01",0.04681,171592.04848,169385.53361,2206.51488
1517832301,"2018-02-05 12:05:01",0.04686,171557.23504,169513.07511,2044.15992
1517828701,"2018-02-05 11:05:01",0.04669,171400.14842,169355.9885,2044.15992
1517825102,"2018-02-05 10:05:02",0.04659,170653.14352,168609.05861,2044.08491
1517821501,"2018-02-05 09:05:01",0.04644,169729.1525,167685.06758,2044.08491
1517817900,"2018-02-05 08:05:00",0.04667,168642.48439,166699.38948,1943.09491
1517814300,"2018-02-05 07:05:00",0.04721,167514.15412,165571.05921,1943.09491
1517810700,"2018-02-05 06:05:00",0.04731,167376.27441,165547.97233,1828.30208
1517807100,"2018-02-05 05:05:00",0.04727,167048.71913,165470.6224,1578.09673
1517803501,"2018-02-05 04:05:01",0.04694,169079.29488,167271.19955,1808.09534
1517799900,"2018-02-05 03:05:00",0.04684,169831.65543,167871.66296,1959.99247
1517796300,"2018-02-05 02:05:00",0.04685,170236.03269,168221.80207,2014.23062
1517792701,"2018-02-05 01:05:01",0.04696,169830.52195,168094.14777,1736.37418
1517789101,"2018-02-05 00:05:01",0.04695,169743.95044,168075.59283,1668.35761
1517785500,"2018-02-04 23:05:00",0.04683,168931.94848,167264.07848,1667.87
1517781900,"2018-02-04 22:05:00",0.04644,168838.8667,167064.53357,1774.33314
1517778301,"2018-02-04 21:05:01",0.04597,169012.2747,166847.61982,2164.65488
1517774701,"2018-02-04 20:05:01",0.04548,170128.88208,168204.49661,1924.38547
1517771100,"2018-02-04 19:05:00",0.04537,170550.42215,168619.20579,1931.21636
1517767500,"2018-02-04 18:05:00",0.04521,169164.14902,167483.36657,1680.78245
1517763900,"2018-02-04 17:05:00",0.04517,169954.55909,168273.77664,1680.78245
1517760301,"2018-02-04 16:05:01",0.04477,170125.54145,168325.55359,1799.98786
1517756700,"2018-02-04 15:05:00",0.0445,169772.838,168073.48974,1699.34826
1517753101,"2018-02-04 14:05:01",0.044,169221.92472,167539.35855,1682.56617
1517749500,"2018-02-04 13:05:00",0.04402,168733.8588,167052.31396,1681.54484
1517745900,"2018-02-04 12:05:00",0.04422,167081.47523,165257.86092,1823.61431
1517742301,"2018-02-04 11:05:01",0.04435,166890.15041,165066.46681,1823.68361
1517738700,"2018-02-04 10:05:00",0.04465,165911.10351,164005.15018,1905.95332
1517735101,"2018-02-04 09:05:01",0.04446,166451.76101,164585.12161,1866.6394
1517731500,"2018-02-04 08:05:00",0.04415,165918.42957,164123.45674,1794.97283
1517727901,"2018-02-04 07:05:01",0.04413,167014.36658,164844.51875,2169.84783
1517724302,"2018-02-04 06:05:02",0.04421,166212.69157,164420.76626,1791.9253
1517720702,"2018-02-04 05:05:02",0.04419,166632.64615,164841.72084,1790.9253
1517717101,"2018-02-04 04:05:01",0.04434,166426.19607,164635.50713,1790.68894
1517713502,"2018-02-04 03:05:02",0.04426,167615.46481,165734.44592,1881.0189
1517709901,"2018-02-04 02:05:01",0.04442,167453.01085,165557.32802,1895.68283
1517706301,"2018-02-04 01:05:01",0.0444,167615.59655,165717.24422,1898.35233
1517702700,"2018-02-04 00:05:00",0.04456,168316.21869,166158.40934,2157.80935
1517699102,"2018-02-03 23:05:02",0.0446,168281.04363,166123.23428,2157.80935
1517695500,"2018-02-03 22:05:00",0.0446,168136.21333,166346.46396,1789.74937
1517691901,"2018-02-03 21:05:01",0.04436,169028.77776,167239.02839,1789.74937
1517688301,"2018-02-03 20:05:01",0.04436,169229.43872,167455.51072,1773.928
1517684701,"2018-02-03 19:05:01",0.04436,169315.07692,167541.22318,1773.85374
1517681101,"2018-02-03 18:05:01",0.0446,169124.79106,167350.24177,1774.54929
1517677500,"2018-02-03 17:05:00",0.04486,168756.09063,166941.9013,1814.18933
1517673902,"2018-02-03 16:05:02",0.0445,168972.4323,167158.24297,1814.18933
1517670301,"2018-02-03 15:05:01",0.04454,169673.39608,167451.5014,2221.89468
1517666700,"2018-02-03 14:05:00",0.04471,169889.65684,167783.30956,2106.34728
1517663101,"2018-02-03 13:05:01",0.04488,169615.10708,167375.74134,2239.36573
1517659500,"2018-02-03 12:05:00",0.04485,169859.26915,167609.68612,2249.58303
1517655900,"2018-02-03 11:05:00",0.04491,169775.23773,167525.6547,2249.58303
1517652301,"2018-02-03 10:05:01",0.04499,169620.48437,167538.00494,2082.47943
1517648700,"2018-02-03 09:05:00",0.04489,169849.08819,167737.12275,2111.96544
1517645101,"2018-02-03 08:05:01",0.045,169863.87704,167725.41806,2138.45898
1517641500,"2018-02-03 07:05:00",0.04488,170464.41768,168250.41335,2214.00433
1517637900,"2018-02-03 06:05:00",0.04509,170283.26329,168086.30392,2196.95936
1517634300,"2018-02-03 05:05:00",0.04501,171163.65421,168601.57919,2562.07502
1517630702,"2018-02-03 04:05:02",0.04509,171536.56569,168983.0651,2553.5006
1517627101,"2018-02-03 03:05:01",0.04545,170687.76788,168352.79554,2334.97234
1517623500,"2018-02-03 02:05:00",0.04542,170947.79333,168484.47256,2463.32077
1517619901,"2018-02-03 01:05:01",0.04551,171044.94345,168582.83144,2462.11201
1517616300,"2018-02-03 00:05:00",0.04556,171077.79409,168999.18733,2078.60676
1517612701,"2018-02-02 23:05:01",0.04582,171230.92198,169162.44329,2068.47869
1517609101,"2018-02-02 22:05:01",0.04623,168783.75643,166717.34466,2066.41177
1517605501,"2018-02-02 21:05:01",0.04644,169054.79573,166905.08968,2149.70605
1517601901,"2018-02-02 20:05:01",0.04591,172271.94992,170216.86395,2055.08597
1517598300,"2018-02-02 19:05:00",0.04608,171913.58931,169857.62797,2055.96134
1517594701,"2018-02-02 18:05:01",0.04599,172338.96923,170177.00375,2161.96548
1517591100,"2018-02-02 17:05:00",0.04617,171424.09293,168861.88289,2562.21004
1517587501,"2018-02-02 16:05:01",0.04686,171003.77183,168707.5948,2296.17703
1517583901,"2018-02-02 15:05:01",0.04737,170238.36827,167705.61679,2532.75148
1517580300,"2018-02-02 14:05:00",0.04891,170931.61863,168382.51638,2549.10225
1517576700,"2018-02-02 13:05:00",0.04935,169442.13013,166371.68724,3070.44289
1517573100,"2018-02-02 12:05:00",0.0514,169587.68545,167148.3048,2439.38064
1517569501,"2018-02-02 11:05:01",0.05136,172217.26465,170003.77717,2213.48748
1517565900,"2018-02-02 10:05:00",0.05227,172331.24513,170167.75764,2163.48748
1517562302,"2018-02-02 09:05:02",0.05148,171768.83936,168742.51125,3026.32811
1517558700,"2018-02-02 08:05:00",0.05087,171873.79828,169397.82451,2475.97377
1517555100,"2018-02-02 07:05:00",0.04968,172101.71262,169699.05448,2402.65814
1517551502,"2018-02-02 06:05:02",0.04736,169672.7075,169104.457,568.2505
1517547901,"2018-02-02 05:05:01",0.04739,169282.52086,168958.37051,324.15036
1517544300,"2018-02-02 04:05:00",0.04715,169426.49006,169117.43593,309.05414
1517540700,"2018-02-02 03:05:00",0.04376,169193.33347,168688.23005,505.10341
1517537101,"2018-02-02 02:05:01",0.04332,168894.68047,168379.18127,515.4992
1517533501,"2018-02-02 01:05:01",0.04326,168008.13685,167426.37109,581.76576
1517529900,"2018-02-02 00:05:00",0.04319,169102.23476,168056.49218,1045.74258
1517526302,"2018-02-01 23:05:02",0.04283,168655.27746,168018.03519,637.24227
1517522700,"2018-02-01 22:05:00",0.04276,169919.94545,169018.20315,901.7423
1517519100,"2018-02-01 21:05:00",0.04221,169113.57076,168105.82846,1007.7423
1517515501,"2018-02-01 20:05:01",0.04088,168454.39215,167904.64986,549.7423
1517511900,"2018-02-01 19:05:00",0.04074,168436.3368,167886.5945,549.7423
1517508301,"2018-02-01 18:05:01",0.03947,168099.58112,167550.03907,549.54205
1517504701,"2018-02-01 17:05:01",0.03796,166780.5343,165207.19708,1573.33721
1517501100,"2018-02-01 16:05:00",0.03778,166481.83484,164876.76305,1605.07178
1517497502,"2018-02-01 15:05:02",0.03679,165859.55253,165381.33886,478.21367
1517493902,"2018-02-01 14:05:02",0.03664,165215.73785,164786.04098,429.69687
1517490302,"2018-02-01 13:05:02",0.03651,163072.3768,162638.0098,434.36701
1517486701,"2018-02-01 12:05:01",0.03643,162740.55605,162306.18904,434.36701
1517483101,"2018-02-01 11:05:01",0.03685,161181.28304,160714.82023,466.46282
1517479500,"2018-02-01 10:05:00",0.03658,162317.70294,161778.6681,539.03485
1517475901,"2018-02-01 09:05:01",0.03706,160648.96057,160106.73299,542.22758
1517472300,"2018-02-01 08:05:00",0.03607,164310.41448,163804.85323,505.56126
1517468702,"2018-02-01 07:05:02",0.03616,163942.85491,163437.29365,505.56126
1517465101,"2018-02-01 06:05:01",0.03595,164743.44868,164257.79307,485.65562
1517461501,"2018-02-01 05:05:01",0.03589,165032.31897,164733.95445,298.36452
1517457901,"2018-02-01 04:05:01",0.03568,165574.04162,164965.46229,608.57933
1517454301,"2018-02-01 03:05:01",0.03571,165104.00764,164542.7833,561.22434
1517450701,"2018-02-01 02:05:01",0.03572,164931.41554,164662.31339,269.10214
1517447102,"2018-02-01 01:05:02",0.03535,165749.4102,165501.3522,248.058
1517443500,"2018-02-01 00:05:00",0.03546,165306.92889,165048.87089,258.058
1517439901,"2018-01-31 23:05:01",0.03545,165334.54885,165076.49085,258.058
1517436301,"2018-01-31 22:05:01",0.03469,166468.07666,166205.01866,263.058
1517432700,"2018-01-31 21:05:00",0.03465,166487.77075,166219.71275,268.058
1517429101,"2018-01-31 20:05:01",0.03452,166305.96839,166032.91039,273.058
1517425500,"2018-01-31 19:05:00",0.03328,167100.10145,166487.00505,613.09641
1517421900,"2018-01-31 18:05:00",0.03277,166036.38641,165763.32841,273.058
1517418300,"2018-01-31 17:05:00",0.03286,165534.99137,165261.83117,273.1602
1517414701,"2018-01-31 16:05:01",0.03274,165986.97438,165700.52776,286.44662
1517411100,"2018-01-31 15:05:00",0.03283,165125.91705,164852.85906,273.058
1517407501,"2018-01-31 14:05:01",0.03291,164715.39057,164322.40437,392.9862
1517403901,"2018-01-31 13:05:01",0.03297,164538.1266,164258.53412,279.59248
1517400300,"2018-01-31 12:05:00",0.03308,164051.99624,163918.90784,133.0884
1517396701,"2018-01-31 11:05:01",0.03306,164051.62146,163918.53306,133.0884
1517393101,"2018-01-31 10:05:01",0.03314,163725.84583,163592.75744,133.0884
1517389502,"2018-01-31 09:05:02",0.0332,163582.49476,163449.40636,133.0884
1517385901,"2018-01-31 08:05:01",0.03319,163597.41333,163464.32493,133.0884
1517382301,"2018-01-31 07:05:01",0.03327,163231.97389,163093.59329,138.38061
1517378700,"2018-01-31 06:05:00",0.03331,163103.31849,162965.93947,137.37902
1517375101,"2018-01-31 05:05:01",0.03323,163419.70721,163282.32819,137.37902
1517371501,"2018-01-31 04:05:01",0.03327,163210.66349,163073.28447,137.37902
1517367901,"2018-01-31 03:05:01",0.03338,162771.21416,162633.9916,137.22256
1517364301,"2018-01-31 02:05:01",0.0343,159338.00203,159089.07078,248.93125
1517360701,"2018-01-31 01:05:01",0.03365,161693.91856,161435.79374,258.12481
1517357101,"2018-01-31 00:05:01",0.03368,161670.48437,161483.34956,187.13481
1517353501,"2018-01-30 23:05:01",0.03351,162176.41315,161989.27833,187.13481
1517349901,"2018-01-30 22:05:01",0.03357,161966.89351,161778.4887,188.40481
1517346300,"2018-01-30 21:05:00",0.03343,162594.50185,162381.09704,213.40481
1517342700,"2018-01-30 20:05:00",0.03366,162585.51877,162341.11396,244.40481
1517339101,"2018-01-30 19:05:01",0.03407,161326.08601,160842.19542,483.89059
1517335500,"2018-01-30 18:05:00",0.03332,164909.60081,164596.33594,313.26487
1517331901,"2018-01-30 17:05:01",0.03266,167609.27927,167295.69767,313.5816
1517328300,"2018-01-30 16:05:00",0.03234,169264.36792,168764.97733,499.39059
1517324700,"2018-01-30 15:05:00",0.032,171932.35673,171417.43963,514.9171
1517321100,"2018-01-30 14:05:00",0.03216,171244.28158,170704.77214,539.50944
1517317500,"2018-01-30 13:05:00",0.03202,171660.19355,171135.6841,524.50944
1517313901,"2018-01-30 12:05:01",0.03207,171469.11494,170955.44883,513.66611
1517310301,"2018-01-30 11:05:01",0.03208,171488.3709,170974.89832,513.47258
1517306701,"2018-01-30 10:05:01",0.03202,171751.61992,171238.14734,513.47258
1517303102,"2018-01-30 09:05:02",0.03198,171999.90833,171486.03473,513.8736
1517299501,"2018-01-30 08:05:01",0.032,171883.11825,171364.24464,518.8736
1517295900,"2018-01-30 07:05:00",0.03219,171231.24146,170694.22265,537.0188
1517292301,"2018-01-30 06:05:01",0.03204,171936.88219,170397.27027,1539.61191
1517288701,"2018-01-30 05:05:01",0.03218,170689.83961,169840.58788,849.25173
1517285101,"2018-01-30 04:05:01",0.03174,172074.395,171524.5306,549.8644
1517281503,"2018-01-30 03:05:03",0.03184,171517.33413,170957.91125,559.42288
1517277901,"2018-01-30 02:05:01",0.03215,171997.31674,170426.91859,1570.39815
1517274301,"2018-01-30 01:05:01",0.0321,171486.10757,170333.07375,1153.03382
1517270701,"2018-01-30 00:05:01",0.03199,171955.80214,170802.76658,1153.03556
1517267101,"2018-01-29 23:05:01",0.03203,171803.81511,170650.87957,1152.93553
1517263500,"2018-01-29 22:05:00",0.03193,172005.64462,170681.5172,1324.12742
1517259902,"2018-01-29 21:05:02",0.03191,172112.42397,170769.72344,1342.70053
1517256300,"2018-01-29 20:05:00",0.03129,171959.93424,170736.56444,1223.3698
1517252701,"2018-01-29 19:05:01",0.03087,172330.48003,170674.54343,1655.9366
1517249101,"2018-01-29 18:05:01",0.03087,172263.07536,170609.15857,1653.91679
1517245501,"2018-01-29 17:05:01",0.03079,172171.58285,170354.5524,1817.03046
1517241902,"2018-01-29 16:05:02",0.02965,171623.35037,169914.36088,1708.98949
1517238301,"2018-01-29 15:05:01",0.02956,171923.80127,170174.61385,1749.18743
1517234701,"2018-01-29 14:05:01",0.02951,171768.58067,170020.21,1748.37067
1517231104,"2018-01-29 13:05:04",0.02953,171023.25398,169369.59416,1653.65982
1517227501,"2018-01-29 12:05:01",0.0296,170330.89638,168675.19056,1655.70583
1517223901,"2018-01-29 11:05:01",0.02966,169937.0647,168281.35888,1655.70583
1517220300,"2018-01-29 10:05:00",0.02963,169937.49029,168282.01458,1655.47572
1517216700,"2018-01-29 09:05:00",0.0296,169819.46967,168164.21317,1655.2565
1517213101,"2018-01-29 08:05:01",0.02963,169292.82847,167638.5772,1654.25128
1517209500,"2018-01-29 07:05:00",0.0297,168994.06717,167339.94167,1654.1255
1517205901,"2018-01-29 06:05:01",0.02932,169101.93147,167431.64786,1670.28361
1517202303,"2018-01-29 05:05:03",0.02924,167883.09149,166229.67055,1653.42093
1517198700,"2018-01-29 04:05:00",0.02937,167089.65955,165436.23861,1653.42093
1517195102,"2018-01-29 03:05:02",0.02926,167073.19762,165417.89368,1655.30393
1517191501,"2018-01-29 02:05:01",0.02945,166223.28341,164331.88622,1891.39719
1517187902,"2018-01-29 01:05:02",0.02922,166946.29386,165155.89667,1790.39719
1517184301,"2018-01-29 00:05:01",0.02931,166451.32119,164666.48793,1784.83326
1517180700,"2018-01-28 23:05:00",0.0293,166419.39211,164635.8486,1783.54351
1517177101,"2018-01-28 22:05:01",0.02947,165706.61559,163904.35744,1802.25815
1517173500,"2018-01-28 21:05:00",0.0293,165728.47271,163923.93078,1804.54193
1517169902,"2018-01-28 20:05:02",0.02909,165407.14284,163604.88469,1802.25815
1517166302,"2018-01-28 19:05:02",0.029,165790.78564,163974.91723,1815.86841
1517162700,"2018-01-28 18:05:00",0.02905,165688.51155,163889.73683,1798.77472
1517159102,"2018-01-28 17:05:02",0.02901,165885.54122,163440.62576,2444.91545
1517155501,"2018-01-28 16:05:01",0.02903,164553.98467,162769.74038,1784.24429
1517151901,"2018-01-28 15:05:01",0.02902,164659.11207,162935.92982,1723.18225
1517148301,"2018-01-28 14:05:01",0.02907,164597.04606,162874.46463,1722.58143
1517144703,"2018-01-28 13:05:03",0.02907,165019.30311,163292.89786,1726.40525
1517141101,"2018-01-28 12:05:01",0.02939,163792.16017,161707.985,2084.17517
1517137501,"2018-01-28 11:05:01",0.02962,162839.82268,160755.59694,2084.22574
1517133900,"2018-01-28 10:05:00",0.02894,165909.96774,163824.41897,2085.54877
1517130300,"2018-01-28 09:05:00",0.02914,166097.31852,164012.10976,2085.20875
1517126701,"2018-01-28 08:05:01",0.02906,166656.42864,164571.21989,2085.20875
1517123101,"2018-01-28 07:05:01",0.0288,167256.62672,165171.41796,2085.20875
1517119501,"2018-01-28 06:05:01",0.02882,166030.11702,163942.86414,2087.25288
1517115901,"2018-01-28 05:05:01",0.02927,162137.77215,160033.77726,2103.99489
1517112302,"2018-01-28 04:05:02",0.02937,161176.97281,159100.02866,2076.94415
1517108700,"2018-01-28 03:05:00",0.02899,161022.06068,158945.11653,2076.94415
1517105101,"2018-01-28 02:05:01",0.02903,160887.48418,158810.54003,2076.94415
1517101500,"2018-01-28 01:05:00",0.02897,160857.05792,158723.9254,2133.13252
1517097901,"2018-01-28 00:05:01",0.02916,160150.0042,158073.05005,2076.95415
1517094301,"2018-01-27 23:05:01",0.02908,160446.33958,158369.38543,2076.95415
1517090701,"2018-01-27 22:05:01",0.02866,160243.38089,158166.42674,2076.95415
1517087101,"2018-01-27 21:05:01",0.02869,159690.05395,157612.38014,2077.67381
1517083501,"2018-01-27 20:05:01",0.02879,159696.73538,157618.66466,2078.07072
1517079902,"2018-01-27 19:05:02",0.02902,158533.90894,156455.4622,2078.44674
1517076301,"2018-01-27 18:05:01",0.0292,159664.34184,157585.8951,2078.44674
1517072700,"2018-01-27 17:05:00",0.02918,160006.15626,157926.87939,2079.27687
1517069100,"2018-01-27 16:05:00",0.02937,159253.71806,157670.24615,1583.47191
1517065502,"2018-01-27 15:05:02",0.02943,159046.96727,157515.20952,1531.75774
1517061902,"2018-01-27 14:05:02",0.02947,158823.90071,157292.14296,1531.75774
1517058300,"2018-01-27 13:05:00",0.02949,158803.24786,157271.49012,1531.75774
1517054701,"2018-01-27 12:05:01",0.02958,158617.02752,157314.78025,1302.24727
1517051101,"2018-01-27 11:05:01",0.02969,158238.00671,156738.81359,1499.19313
1517047502,"2018-01-27 10:05:02",0.02948,159001.33045,157500.87317,1500.45728
1517043901,"2018-01-27 09:05:01",0.02944,159213.80453,157714.31617,1499.48836
1517040301,"2018-01-27 08:05:01",0.02949,158996.26413,157496.77576,1499.48836
1517036700,"2018-01-27 07:05:00",0.0297,158118.12065,157269.62902,848.49163
1517033101,"2018-01-27 06:05:01",0.02959,158661.90279,158021.8374,640.06539
1517029501,"2018-01-27 05:05:01",0.02961,158780.91748,158152.45459,628.46289
1517025902,"2018-01-27 04:05:02",0.02974,158491.07484,157862.56551,628.50933
1517022301,"2018-01-27 03:05:01",0.02995,158797.02239,158168.51306,628.50933
1517018701,"2018-01-27 02:05:01",0.03003,158539.01617,157900.65823,638.35794
1517015102,"2018-01-27 01:05:02",0.02997,158812.1157,157865.24145,946.87426
1517011501,"2018-01-27 00:05:01",0.0298,158864.32649,158229.0213,635.30518
1517007900,"2018-01-26 23:05:00",0.02987,158826.22255,158191.01957,635.20298
