Timestamp,Date,"Vwap (ETCUSD)",Volume
1518850800,"2018-02-17 07:00:00",34.65876451,15042.60944876
1518847200,"2018-02-17 06:00:00",34.57164713,34842.94072452
1518843600,"2018-02-17 05:00:00",34.56021118,12483.60522588
1518840000,"2018-02-17 04:00:00",34.3852897,36916.79794825
1518836400,"2018-02-17 03:00:00",34.65967596,24353.86185793
1518832800,"2018-02-17 02:00:00",34.66943228,24661.50168744
1518829200,"2018-02-17 01:00:00",34.39373247,24286.75066614
1518825600,"2018-02-17 00:00:00",34.59431153,16810.15235114
1518822000,"2018-02-16 23:00:00",34.50778834,21066.00359623
1518818400,"2018-02-16 22:00:00",34.40611634,11654.71008416
1518814800,"2018-02-16 21:00:00",34.47296064,40075.82395556
1518811200,"2018-02-16 20:00:00",34.49745697,36879.16832543
1518807600,"2018-02-16 19:00:00",33.75376724,21659.19574538
1518804000,"2018-02-16 18:00:00",34.16959399,26500.17418099
1518800400,"2018-02-16 17:00:00",34.26581347,43067.1378646
1518796800,"2018-02-16 16:00:00",34.06214447,50874.72590413
1518793200,"2018-02-16 15:00:00",33.75448882,27361.06608159
1518789600,"2018-02-16 14:00:00",33.79013012,44421.49793678
1518786000,"2018-02-16 13:00:00",33.14525772,62521.05733751
1518782400,"2018-02-16 12:00:00",32.35190518,33366.49507264
1518778800,"2018-02-16 11:00:00",32.6362596,15629.8996935
1518775200,"2018-02-16 10:00:00",32.95707064,17074.28654662
1518771600,"2018-02-16 09:00:00",32.56166188,30794.21959025
1518768000,"2018-02-16 08:00:00",32.37485723,26494.22379911
1518764400,"2018-02-16 07:00:00",32.72261065,23291.26719362
1518760800,"2018-02-16 06:00:00",32.96517235,15239.55710945
1518757200,"2018-02-16 05:00:00",32.86096508,33693.17516386
1518753600,"2018-02-16 04:00:00",33.37945286,19269.62277586
1518750000,"2018-02-16 03:00:00",33.58830809,19151.46665503
1518746400,"2018-02-16 02:00:00",33.59496483,19169.35592387
1518742800,"2018-02-16 01:00:00",33.61869437,12805.2717533
1518739200,"2018-02-16 00:00:00",34.01240998,40107.36734669
1518735600,"2018-02-15 23:00:00",33.80967181,27605.90867626
1518732000,"2018-02-15 22:00:00",33.47300039,31118.62316624
1518728400,"2018-02-15 21:00:00",33.30443625,26926.37095772
1518724800,"2018-02-15 20:00:00",33.6724765,53132.01801399
1518721200,"2018-02-15 19:00:00",33.80422453,43791.69533876
1518717600,"2018-02-15 18:00:00",34.44101566,53126.42215315
1518714000,"2018-02-15 17:00:00",34.60621063,73306.89313968
1518710400,"2018-02-15 16:00:00",34.63562519,142900.55544596
1518706800,"2018-02-15 15:00:00",33.43801548,31210.3771607
1518703200,"2018-02-15 14:00:00",32.80858176,24034.00580611
1518699600,"2018-02-15 13:00:00",32.71937871,17596.55971509
1518696000,"2018-02-15 12:00:00",32.82381601,51243.25678467
1518692400,"2018-02-15 11:00:00",32.50548787,116572.46713251
1518688800,"2018-02-15 10:00:00",33.61535118,64040.8903303
1518685200,"2018-02-15 09:00:00",33.77763363,31191.95984845
1518681600,"2018-02-15 08:00:00",33.89830837,27679.61217269
1518678000,"2018-02-15 07:00:00",33.85422426,25104.79879245
1518674400,"2018-02-15 06:00:00",33.47264901,31674.6912812
1518670800,"2018-02-15 05:00:00",33.35096641,25011.50202826
1518667200,"2018-02-15 04:00:00",33.62658921,21832.85797902
1518663600,"2018-02-15 03:00:00",33.59585068,35917.07376435
1518660000,"2018-02-15 02:00:00",33.87934477,32961.90324869
1518656400,"2018-02-15 01:00:00",33.9793271,57032.05809041
1518652800,"2018-02-15 00:00:00",34.99449122,117494.16644394
1518649200,"2018-02-14 23:00:00",33.80518819,43340.35932139
1518645600,"2018-02-14 22:00:00",33.43630264,49230.8116979
1518642000,"2018-02-14 21:00:00",33.95576012,24852.17588844
1518638400,"2018-02-14 20:00:00",33.96483798,71639.55057362
1518634800,"2018-02-14 19:00:00",33.21869193,36134.40816104
1518631200,"2018-02-14 18:00:00",33.27842017,66081.10772143
1518627600,"2018-02-14 17:00:00",33.95562213,66090.47252936
1518624000,"2018-02-14 16:00:00",33.51771323,119720.1644552
1518620400,"2018-02-14 15:00:00",33.1085496,98811.05843824
1518616800,"2018-02-14 14:00:00",33.4979013,86924.65299523
1518613200,"2018-02-14 13:00:00",33.80113244,104174.63025164
1518609600,"2018-02-14 12:00:00",33.34767363,223178.54317441
1518606000,"2018-02-14 11:00:00",33.71479814,156076.70305698
1518602400,"2018-02-14 10:00:00",34.61749976,107201.60071819
1518598800,"2018-02-14 09:00:00",35.23450483,63476.10474774
1518595200,"2018-02-14 08:00:00",35.53670968,45612.06243009
1518591600,"2018-02-14 07:00:00",35.18570772,61907.47801619
1518588000,"2018-02-14 06:00:00",35.35649893,85630.59316044
1518584400,"2018-02-14 05:00:00",34.74364618,36661.4037397
1518580800,"2018-02-14 04:00:00",34.29657024,42765.62228079
1518577200,"2018-02-14 03:00:00",34.71267478,61462.21339557
1518573600,"2018-02-14 02:00:00",34.48118647,97033.95301767
1518570000,"2018-02-14 01:00:00",34.37196154,172438.82178768
1518566400,"2018-02-14 00:00:00",32.83089394,74880.77358966
1518562800,"2018-02-13 23:00:00",33.15867622,91818.00360863
1518559200,"2018-02-13 22:00:00",33.75066665,137907.26078978
1518555600,"2018-02-13 21:00:00",33.29364967,229893.20133629
1518552000,"2018-02-13 20:00:00",31.94888929,37785.42847776
1518548400,"2018-02-13 19:00:00",32.10226229,44026.36126326
1518544800,"2018-02-13 18:00:00",32.13479294,47502.81595201
1518541200,"2018-02-13 17:00:00",31.76125224,78720.43157881
1518537600,"2018-02-13 16:00:00",31.37809876,102164.84492237
1518534000,"2018-02-13 15:00:00",32.4172216,98632.05116474
1518530400,"2018-02-13 14:00:00",32.01370176,98611.03800599
1518526800,"2018-02-13 13:00:00",31.61082974,225059.04446128
1518523200,"2018-02-13 12:00:00",31.91768867,403873.00167076
1518519600,"2018-02-13 11:00:00",30.15093239,210449.16063593
1518516000,"2018-02-13 10:00:00",28.79909705,83870.99679247
1518512400,"2018-02-13 09:00:00",29.261358,147942.57400041
1518508800,"2018-02-13 08:00:00",29.4259109,124113.10068223
1518505200,"2018-02-13 07:00:00",28.26213816,43331.24992801
1518501600,"2018-02-13 06:00:00",28.03687515,36763.25277925
1518498000,"2018-02-13 05:00:00",28.28973533,43399.14674621
1518494400,"2018-02-13 04:00:00",28.2994246,35414.76779675
1518490800,"2018-02-13 03:00:00",28.28644165,71758.21831845
1518487200,"2018-02-13 02:00:00",28.36042343,56514.79594286
1518483600,"2018-02-13 01:00:00",29.01533932,56223.08655542
1518480000,"2018-02-13 00:00:00",29.6480783,66805.89120726
1518476400,"2018-02-12 23:00:00",29.69862944,77090.83841018
1518472800,"2018-02-12 22:00:00",28.99102474,42524.63004313
1518469200,"2018-02-12 21:00:00",29.211973,80503.87249218
